structure-24,moves-25,highlands-31:modified_to
<NULL>,gone-3,<NULL>
flooring-7,slides-8,down-10:modifier
flooring-7,slides-8,quickly-9:modifier
legs-2,fall-3,apart-4:modifier
splinters-18,floorboard-21,down-22:verb_complement
splinters-18,floorboard-21,nothing-25:attachment
grinds-20,floorboard-21,down-22:verb_complement
grinds-20,floorboard-21,nothing-25:attachment
Turniphead-1,leaps-2,<NULL>
<NULL>,slow-13,<NULL>
Turniphead-1,uses-8,pole-11:recipient
<NULL>,propped-6,<NULL>
floorboard-2,stops-4,finally-3:modifier
Turniphead-9,causes-12,Calcifer-13:recipient
Turniphead-9,causes-12,suddenly-11:modifier
Sophie-7,kisses-8,Turniphead-9:recipient
<NULL>,missing-23,<NULL>
Calcifer-1,proclaims-6,<NULL>
Calcifer-1,bows-2,Sophie-4:attachment
country-19,gone-22,<NULL>
thing-20,break-23,could-22:modal_verb
thing-20,break-23,thing-24:recipient
spell-2,turned-4,scarecrow-8:modified_to
spell-2,turned-4,Calcifer-5:recipient
Howl-9,complains-12,<NULL>
Howl-9,awakens-10,<NULL>
Howl-9,complains-12,<NULL>
Witch-2,compliments-3,man-7:recipient
man-14,likens-19,hair-21:recipient
man-14,likens-19,man-26:attachment
man-14,likens-19,fiercely-27:modifier
Sophie-1,tells-2,man-3:recipient
Witch-2,tells-3,prince-5:recipient
Suliman-12,asks-14,prince-15:recipient
Hin-6,sends-7,Suliman-12:attachment
Hin-6,sends-7,message-10:recipient
prince-3,leaves-4,<NULL>
<NULL>,been-19,prince-17:recipient
<NULL>,been-19,where-16:modifier
Witch-6,watches-13,<NULL>
Witch-6,calls-8,traitor-11:recipient
Witch-6,calls-8,begrudgingly-7:modifier
Witch-6,calls-8,prince-9:recipient
shows-3,Witch-4,<NULL>
Witch-1,put-14,war-19:attachment
Witch-1,put-14,stop-16:recipient
Witch-1,put-14,finally-13:modifier
Witch-1,decides-11,<NULL>
Witch-1,admits-2,<NULL>
<NULL>,telling-11,Sophie-17:recipient
<NULL>,telling-11,Sophie-12:recipient
Calcifer-1,ignites-6,flame-9:modified_to
<NULL>,telling-11,Sophie-17:recipient
<NULL>,telling-11,Sophie-12:recipient
Calcifer-1,returns-2,Sophie-4:attachment
<NULL>,missed-16,<NULL>
Howl-7,creates-8,home-13:recipient
Howl-7,creates-8,Sophie-15:with_respect_to
Sophie-1,kisses-2,well-5:modifier
Sophie-1,kisses-2,him-3:recipient
Howl-15,stand-16,together-17:modifier
Howl-15,stand-16,bow-20:site
Sophie-13,stand-16,together-17:modifier
Sophie-13,stand-16,bow-20:site
Markl-8,play-11,<NULL>
Hin-10,play-11,<NULL>
Sophie-13,share-25,kiss-28:recipient
Howl-15,stand-16,together-17:modifier
Howl-15,stand-16,bow-20:site
Sophie-13,stand-16,together-17:modifier
Sophie-13,stand-16,bow-20:site
Witch-2,sits-3,courtyard-6:is_participant_in
